City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
228,rosario do sul,-30.2583,-54.9142,15.18,64,1,2.9,BR,1724771841
229,talnakh,69.4865,88.3972,13.55,96,99,1.19,RU,1724771843
230,ust'-ilimsk,58.0006,102.6619,13.0,90,100,5.2,RU,1724771630
231,kerikeri,-35.2268,173.9474,8.28,92,100,1.67,NZ,1724771845
232,utrik,11.2278,169.8474,28.43,81,99,8.18,MH,1724771846
233,bitam,2.076,11.5007,30.52,46,7,1.11,GA,1724771847
234,ancud,-41.8697,-73.8203,7.69,72,53,2.88,CL,1724771848
235,zhengjiatun,43.5064,123.5064,18.37,85,0,1.85,CN,1724771849
236,amga,60.8953,131.9608,7.39,72,86,0.38,RU,1724771851
237,samamiya,11.3487,9.6399,29.94,63,93,2.67,NG,1724771852
238,florida,28.7505,-82.5001,32.22,71,40,3.6,US,1724771722
239,kuala perlis,6.4,100.1333,26.82,82,94,5.5,MY,1724771854
240,smithers,54.7804,-127.1743,8.31,88,66,2.12,CA,1724771855
241,nemuro,43.3236,145.575,19.75,98,100,11.75,JP,1724771856
242,rapla,59.0072,24.7928,20.5,64,94,3.87,EE,1724771857
243,bandarbeyla,9.4942,50.8122,25.68,79,27,12.61,SO,1724771858
244,afaahiti,-17.75,-149.2833,21.57,75,97,8.24,PF,1724771860
245,acarau,-2.8856,-40.12,31.82,52,7,6.69,BR,1724771861
246,coronel suarez,-37.4547,-61.9334,14.47,46,1,2.1,AR,1724771862
247,keflavik,64.0049,-22.5624,10.24,87,100,3.09,IS,1724771863
248,greenwood,34.1668,-82.1165,29.34,59,0,2.57,US,1724771864
249,dunedin,-45.8742,170.5036,9.89,93,20,0.89,NZ,1724771729
250,hobyo,5.3505,48.5268,25.82,83,3,12.22,SO,1724771866
251,badger,64.8,-147.5333,8.95,83,75,3.09,US,1724771867
252,amphoe sikhiu,14.8994,101.7083,25.27,90,65,1.42,TH,1724771869
253,verkhovazh'ye,60.7472,42.0465,19.44,49,98,2.05,RU,1724771870
254,syumsi,57.1111,51.6149,20.84,70,0,2.17,RU,1724771871
255,arteche,12.2645,125.4048,25.68,91,100,1.73,PH,1724771872
256,tampakan,6.4442,124.9264,24.25,94,80,0.49,PH,1724771873
257,mutoko,-17.397,32.2268,25.81,14,1,2.48,ZW,1724771875
258,colares,38.7992,-9.4469,28.55,47,0,7.2,PT,1724771877
259,tura,25.5198,90.2201,24.23,95,20,1.67,IN,1724771878
260,haiku-pauwela,20.9219,-156.3051,21.6,83,0,3.6,US,1724771879
261,vincennes,48.85,2.4333,28.34,37,0,3.13,FR,1724771880
262,yanchep,-31.55,115.6833,12.71,75,4,1.03,AU,1724771881
263,jatiwangi,-6.7336,108.2628,24.17,68,100,4.03,ID,1724771882
264,qaqortoq,60.7167,-46.0333,6.78,68,78,2.53,GL,1724771883
265,talara,-4.5772,-81.2719,24.42,64,0,4.63,PE,1724771884
266,klyuchi,52.2667,79.1667,17.24,59,90,2.39,RU,1724771886
267,aromashevo,56.8602,68.6375,14.16,75,13,1.16,RU,1724771887
268,polatli,39.5772,32.1413,29.52,24,1,0.45,TR,1724771888
